,idx,mode,file,# Gadgets,CX depth,# CX,Rz depth,depth,# Rz,time,notes,matroid,root_heuristic,split_heuristic,arch_density,architecture
0,19,steiner,circuits/phasepoly/25qubits/100gadgets/Original19.qasm,100,844,2638,99,854,100,0 days 00:00:21.543957000,,gray,nash,count,0.13333333333333333,25q-square
0,0,tket,circuits/phasepoly/25qubits/100gadgets/Original6.qasm,,5158,6424,100,5258,100,0 days 00:00:03.726035000,,gray,nash,count,0.13333333333333333,25q-square
0,1,tket,circuits/phasepoly/25qubits/100gadgets/Original16.qasm,,4621,5952,100,4721,100,0 days 00:00:03.392271000,,gray,nash,count,0.13333333333333333,25q-square
0,2,tket,circuits/phasepoly/25qubits/100gadgets/Original17.qasm,,4420,5651,100,4520,100,0 days 00:00:03.113213000,,gray,nash,count,0.13333333333333333,25q-square
0,3,tket,circuits/phasepoly/25qubits/100gadgets/Original7.qasm,,4360,5254,100,4460,100,0 days 00:00:02.817313000,,gray,nash,count,0.13333333333333333,25q-square
0,4,tket,circuits/phasepoly/25qubits/100gadgets/Original10.qasm,,4275,5633,100,4375,100,0 days 00:00:03.092375000,,gray,nash,count,0.13333333333333333,25q-square
0,5,tket,circuits/phasepoly/25qubits/100gadgets/Original0.qasm,,4154,5312,100,4254,100,0 days 00:00:02.778991000,,gray,nash,count,0.13333333333333333,25q-square
0,6,tket,circuits/phasepoly/25qubits/100gadgets/Original1.qasm,,4637,6039,100,4737,100,0 days 00:00:03.348504000,,gray,nash,count,0.13333333333333333,25q-square
0,7,tket,circuits/phasepoly/25qubits/100gadgets/Original11.qasm,,4498,5632,100,4598,100,0 days 00:00:03.398253000,,gray,nash,count,0.13333333333333333,25q-square
0,8,tket,circuits/phasepoly/25qubits/100gadgets/Original12.qasm,,4655,5867,100,4755,100,0 days 00:00:03.098919000,,gray,nash,count,0.13333333333333333,25q-square
0,9,tket,circuits/phasepoly/25qubits/100gadgets/Original2.qasm,,4535,5655,100,4635,100,0 days 00:00:03.072353000,,gray,nash,count,0.13333333333333333,25q-square
0,10,tket,circuits/phasepoly/25qubits/100gadgets/Original3.qasm,,4388,5507,100,4488,100,0 days 00:00:02.959805000,,gray,nash,count,0.13333333333333333,25q-square
0,11,tket,circuits/phasepoly/25qubits/100gadgets/Original13.qasm,,4340,5671,100,4440,100,0 days 00:00:03.036734000,,gray,nash,count,0.13333333333333333,25q-square
0,12,tket,circuits/phasepoly/25qubits/100gadgets/Original18.qasm,,4429,5465,100,4529,100,0 days 00:00:03.293482000,,gray,nash,count,0.13333333333333333,25q-square
0,13,tket,circuits/phasepoly/25qubits/100gadgets/Original4.qasm,,4352,5582,100,4452,100,0 days 00:00:03.105979000,,gray,nash,count,0.13333333333333333,25q-square
0,14,tket,circuits/phasepoly/25qubits/100gadgets/Original14.qasm,,3993,4984,100,4093,100,0 days 00:00:02.826323000,,gray,nash,count,0.13333333333333333,25q-square
0,15,tket,circuits/phasepoly/25qubits/100gadgets/Original8.qasm,,4533,5768,100,4633,100,0 days 00:00:02.976350000,,gray,nash,count,0.13333333333333333,25q-square
0,16,tket,circuits/phasepoly/25qubits/100gadgets/Original9.qasm,,4018,5068,100,4117,100,0 days 00:00:02.948287000,,gray,nash,count,0.13333333333333333,25q-square
0,17,tket,circuits/phasepoly/25qubits/100gadgets/Original15.qasm,,4343,5647,100,4443,100,0 days 00:00:03.066487000,,gray,nash,count,0.13333333333333333,25q-square
0,18,tket,circuits/phasepoly/25qubits/100gadgets/Original5.qasm,,4537,5923,100,4637,100,0 days 00:00:03.313675000,,gray,nash,count,0.13333333333333333,25q-square
0,19,tket,circuits/phasepoly/25qubits/100gadgets/Original19.qasm,,4518,5594,100,4618,100,0 days 00:00:03.450905000,,gray,nash,count,0.13333333333333333,25q-square
